# Created by: riboviz
# Date: 2025-09-09 21:45:13.242325
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
gene	Ct_fr0	Ct_fr1	Ct_fr2	pval_fr0vs1	pval_fr0vs2	pval_fr0vsboth
YBR005W	182	18	83	4.12617515933948e-12	0.000374057653049848	2.67081470237669e-13
YBR006W	270	27	134	3.09700937182011e-22	1.35833285494386e-05	7.29239500173345e-23
YBR007C	278	44	150	2.86838130350576e-23	4.16357359620438e-07	6.45933860544945e-26
YBR009C	13580	1817	4413	1.01062570647665e-17	2.19946314893212e-08	2.64828644157939e-23
YBR010W	17415	2217	7016	2.12260721207718e-23	9.26844555737653e-09	2.47779225112613e-28
YBR011C	27940	3432	10824	8.32052387244405e-44	5.71518446144735e-16	4.13950082184869e-54
YBR013C	75	13	32	1.37314460383687e-06	0.00530659484165686	1.50862716880134e-07
YBR014C	700	79	341	9.26367217734922e-20	2.85009645564714e-07	1.78075637220941e-23
YBR015C	3193	364	1047	7.70199346303694e-63	1.58786698790717e-30	3.04386420686625e-88
YBR016W	1920	162	835	8.72741629643284e-20	4.35087968605497e-09	7.11529233341184e-26
YBR017C	3091	352	1363	2.57519575452637e-85	5.41291411128959e-28	4.30987833015195e-103
YBR021W	278	40	138	5.86376810812032e-22	2.00384905510112e-07	2.22130371875633e-25
YBR022W	179	7	117	6.72004388447624e-14	0.0100928415885718	3.07025362466184e-12
YBR023C	1596	215	749	4.01619876106891e-77	4.24255616609125e-22	1.98295244315742e-88
YBR024W	182	34	108	1.50715015827814e-14	0.00012458567012301	8.42318568423342e-16
YBR025C	18951	2306	7792	1.54398313438536e-55	2.29041714271574e-21	1.24527325324154e-70
YBR026C	1240	189	577	7.68171199919169e-31	1.15332408007538e-10	9.90212908814874e-37
YBR028C	444	57	225	2.65227138965482e-29	2.03474474426769e-08	2.37219583471127e-32
YBR029C	1447	233	581	1.4729931020024e-40	3.67952654176524e-17	4.46964143962132e-53
YBR030W	270	38	130	9.25570745228712e-24	2.68036258002836e-09	2.44721724591499e-29
YBR031W	116020	16026	39763	2.04646978302273e-53	4.68726646712051e-22	8.05081577222527e-70
YBR034C	2141	244	731	8.29893100516961e-43	1.23983949335604e-20	2.72119633363542e-59
YBR035C	2069	256	709	1.41932271826789e-27	2.44322204947565e-12	2.41572762501623e-36
YBR036C	2151	273	733	2.75968180090707e-45	1.01138681185969e-20	1.83019172686173e-61
YBR037C	394	31	176	2.20838231136265e-22	2.76735694982576e-07	1.66828923305483e-25
YBR038W	1805	243	804	6.6923353964757e-69	2.45555989741503e-22	1.82377612025677e-82
YBR039W	2775	333	1127	1.99470355403489e-38	2.91129939187155e-15	6.82056554322822e-49
YBR041W	1084	147	468	2.22297111606179e-46	1.23971572571538e-16	4.9262326658309e-57
YBR042C	552	82	206	1.44649106986904e-25	1.32880731419718e-10	1.71881923784797e-32
YBR043C	86	33	45	1.0690941234415e-07	0.000853580076559032	1.98003451027185e-09
YBR044C	163	16	66	2.49989258100748e-17	3.75789798323346e-07	2.0754149647667e-21
YBR046C	793	133	491	7.00957326248317e-26	4.7446456447844e-08	3.00686762460669e-29
YBR047W	74	11	21	1.32778720401625e-05	0.000195356208675033	2.14761164177557e-08
YBR048W	36795	4707	8349	2.57685242247904e-25	2.30560232332961e-15	4.52278688183829e-38
YBR049C	2836	288	1371	7.48858194342433e-80	1.5326063482926e-22	3.84698894634993e-91
YBR052C	1527	176	492	4.30371475926952e-25	1.93361717999052e-13	1.2545368755308e-35
YBR053C	913	120	429	8.25352056390599e-33	5.41478626846303e-11	1.04190095880557e-38
YBR054W	266	35	110	4.48994987251117e-18	2.11266358872925e-08	1.29669953872051e-23
YBR055C	437	57	241	2.55624065405317e-33	1.35210651905687e-08	1.38768002423855e-35
YBR056W	839	127	524	1.19813360676502e-38	3.84973516652388e-08	1.08672619240048e-38
YBR056W-A	51	6	18	0.000472106640093898	0.013201587180424	4.65145527586122e-05
YBR057C	515	53	178	1.41237889453636e-28	2.80631087672878e-15	8.6684404139932e-41
YBR058C	1548	188	669	5.00438058504292e-61	2.7814840746705e-20	1.70934055747579e-73
YBR058C-A	564	90	235	9.68620391773923e-12	5.78457827491805e-06	2.14383859943285e-15
YBR059C	1752	234	885	1.44373366695395e-73	4.20688687619679e-21	2.77300452487754e-84
YBR060C	442	100	231	9.88620600303897e-23	4.96336611319143e-08	8.10259251939277e-27
YBR061C	706	87	422	5.49295057301411e-27	8.61672662829391e-05	8.29892953168107e-25
YBR062C	382	39	129	7.87000907646177e-19	1.43207323535587e-09	1.10377710184159e-25
YBR065C	255	37	82	1.97664782307309e-16	1.11009513495024e-08	1.34902184891997e-22
YBR066C	346	37	154	2.51663478693166e-17	7.22864364399796e-07	4.95518918481122e-21
YBR067C	7110	747	2656	2.52837083679789e-31	9.8972595791265e-13	6.95909354901768e-40
YBR068C	4562	690	2192	2.68840685592477e-63	6.91317131485432e-21	4.25686452412746e-76
YBR069C	4699	683	1954	8.27756213405162e-68	5.94536653173925e-33	2.14401142025185e-95
YBR070C	238	51	94	6.60608461975279e-12	1.54138948853308e-07	2.16334953851003e-17
YBR071W	606	67	252	1.10609204896234e-22	1.16108178202562e-10	3.19050662618688e-30
YBR072W	413	27	125	8.63457530327226e-20	5.26321867555768e-10	5.14815954118155e-27
YBR073W	1131	211	477	9.89898517057108e-47	2.26591064092877e-19	6.21284322529841e-61
YBR074W	1564	223	723	2.07431382632175e-71	3.03062403882552e-24	4.61449138691701e-87
YBR077C	324	55	164	2.60119525431051e-12	5.81065485047856e-05	1.43368053995025e-14
YBR078W	39376	4368	15545	1.41396812930849e-61	5.77627542394611e-24	6.79455887805992e-79
YBR079C	10876	1230	4491	6.2684586119236e-116	2.78396337053527e-42	1.1914392309494e-146
YBR080C	2894	402	1213	2.53844578083128e-69	2.69616840205982e-25	7.63603365542877e-87
YBR081C	770	78	362	4.62680484652135e-54	2.62598343132522e-14	1.38458214257936e-59
YBR082C	7814	790	3207	1.57760436171986e-23	1.87574798387405e-09	2.32958999161324e-29
YBR083W	1020	125	410	8.69911121851145e-41	1.65336153780414e-19	3.23108502931437e-56
YBR084W	5169	709	2236	3.74239167855852e-101	5.62941683805094e-37	8.65415780187659e-128
YBR084C-A	40445	5685	22113	1.33968090388909e-28	3.05227337336222e-08	1.44597775679288e-31
YBR085W	391	42	136	6.45473595843617e-23	3.1969493326623e-10	7.34598659133336e-30
YBR085C-A	805	140	479	2.51695818501011e-12	0.00208707133380804	2.45862567113673e-12
YBR086C	3241	467	1577	4.65574906274389e-81	2.11985242049017e-24	9.54406040815644e-95
YBR087W	597	107	314	9.69164628871728e-26	1.36479416417158e-09	2.73604542035901e-31
YBR088C	2894	369	1052	4.72714246007881e-35	1.09375778001721e-15	1.05576473096292e-46
YBR089C-A	970	96	396	2.55097259634185e-13	5.14454839896261e-06	9.66463515762373e-17
YBR090C	42	196	536	0.997283617338412	0.999999978192805	0.999999997353532
YBR091C	316	35	130	8.66379297930983e-11	1.17042837752407e-05	3.08339455096108e-14
YBR092C	7116	794	2894	3.47338269225822e-58	1.21542346313075e-22	1.96348265899297e-74
YBR093C	7055	738	3164	6.4448898101598e-57	3.14662864834866e-19	7.77057852689405e-69
YBR094W	697	96	394	3.51492732246171e-41	1.68200390959365e-11	8.67043115705616e-46
YBR095C	347	61	178	1.15973181031324e-21	6.0676930645941e-09	3.33401343725276e-27
YBR096W	1200	147	474	7.9511383718917e-25	3.36387592825135e-11	1.17484594710933e-32
YBR097W	276	47	151	1.44832444674224e-27	3.57927829869402e-10	1.66180512106098e-33
YBR098W	122	13	47	1.15536698381674e-14	1.00211734685623e-06	9.97776819080048e-19
YBR101C	2271	269	850	2.28376365747678e-33	2.90369355912119e-14	1.62179232001609e-43
YBR102C	584	62	298	6.91255752772299e-42	3.36400630521562e-12	2.39080872116723e-47
YBR103W	443	44	182	7.41552521177473e-30	3.29272433285746e-12	5.02446180212462e-38
YBR104W	671	111	297	7.65726397473123e-26	3.82575372283734e-09	9.27672069286484e-31
YBR105C	170	34	88	9.35389643594472e-12	4.7205645697474e-05	2.96359939663466e-14
YBR106W	8818	1099	2864	2.35425343594207e-28	1.04308438957962e-14	6.4588706461e-40
YBR107C	37	8	27	6.62338167004793e-05	0.109872853037828	0.000178352257381227
YBR108W	878	146	460	8.75909355680866e-51	4.8202784286654e-16	1.21704109535262e-59
YBR109C	5297	579	2593	3.47466788911844e-22	7.31504662811274e-06	3.00632748864079e-23
YBR110W	470	57	259	4.74150378688499e-27	6.19293106069121e-07	1.91720493478836e-28
YBR111C	2084	317	773	3.91504713200447e-25	2.96624029433617e-11	5.61759126887207e-33
YBR111W-A	232	43	92	7.99034343497112e-09	2.09749788727977e-06	2.0934570965592e-13
YBR112C	3609	404	1642	5.41999923470666e-104	4.10822664933742e-34	3.93526990536916e-126
YBR114W	224	25	71	3.83233743847911e-20	1.73186602248253e-09	1.14209427903233e-26
YBR115C	5434	793	2438	1.30088526645191e-132	1.76606579862683e-41	1.19619297152662e-158
YBR118W	723996	98384	310670	1.34293950738374e-66	1.08238753665898e-23	1.57970985663451e-82
YBR119W	233	31	75	4.12464545794775e-16	3.16723880603146e-09	5.6754915240209e-23
YBR120C	177	26	87	1.82475130987336e-10	0.000176665382481857	1.7177411301891e-12
YBR121C	14878	1836	7476	2.88620962716488e-82	9.72288394348873e-22	9.03924252123252e-92
YBR122C	497	56	167	1.39261452930299e-16	3.81072914093237e-06	1.77037323573733e-19
YBR123C	595	54	238	1.33289974698513e-37	2.84754078263751e-11	9.18613041523705e-43
YBR125C	340	45	164	3.08599747437198e-23	1.68426166835025e-07	1.8486623141461e-26
YBR126C	5315	565	1944	8.81842316383487e-64	3.55336773198768e-31	7.86516051361492e-90
YBR126W-A	2273	240	522	3.49547716555473e-12	9.15849781439825e-08	6.87273893147285e-18
YBR127C	21033	3045	9024	7.22124935970673e-71	3.59005003112785e-21	2.49304250797718e-82
YBR129C	230	41	113	6.13915389294122e-13	0.000238371828500865	3.38411599227087e-14
YBR130C	885	110	472	2.18387345742504e-33	1.72951882968126e-07	6.98685954562382e-34
YBR131W	185	18	76	8.94557268022674e-21	8.30679330296044e-09	2.57289511318173e-26
YBR132C	412	69	204	4.18325343999301e-26	2.1997282344185e-08	6.75283853557712e-30
YBR133C	513	57	206	1.14336930245944e-36	4.85706700023854e-14	7.09370028141563e-46
YBR135W	749	89	308	1.11640738882628e-16	8.84302929131696e-07	2.09129931490209e-20
YBR136W	304	35	129	1.54764309968888e-32	2.15407117325452e-11	4.72993538899646e-39
YBR137W	631	100	299	1.54684079888521e-18	4.41792921915045e-06	7.03892683385089e-21
YBR138C	195	43	92	1.77879925903932e-13	1.21503034804653e-05	2.20930975255277e-16
YBR139W	1433	190	615	2.01549237838488e-46	3.23561549454537e-15	4.06178894652902e-55
YBR140C	906	125	386	9.80847125736567e-79	4.14727752404613e-30	9.37235181814607e-101
YBR141C	215	28	87	3.91779935236223e-17	5.07842972878244e-08	2.2871468684035e-22
YBR142W	1412	158	719	4.04624685715083e-57	6.01925443781723e-17	8.97182999625462e-66
YBR143C	7506	970	3365	1.99710969995854e-53	3.8940641450392e-16	8.54433288494173e-62
YBR145W	156	34	112	4.90360238530133e-12	0.0118417084647306	7.06240340674224e-11
YBR146W	598	74	222	7.49515795704984e-19	9.24180749592742e-08	2.0376372603893e-23
YBR149W	2909	362	1207	7.298424895366e-42	4.46522029391257e-17	5.03399046985271e-54
YBR150C	258	27	115	4.8259834550616e-25	3.79616788941127e-09	3.84155110704e-30
YBR151W	785	105	288	3.44950207528545e-27	9.00234615794097e-14	8.43448872214051e-38
YBR152W	133	20	81	3.68866811874036e-10	0.00278913610174453	1.35941334096997e-10
YBR153W	141	11	44	1.47339585875026e-13	3.64950945348402e-07	2.31603894550042e-18
YBR154C	3399	441	1263	6.51217193999714e-28	2.53344870070266e-11	2.60627143636714e-35
YBR155W	1249	190	389	1.17044239650886e-34	5.26342398893052e-18	3.15116528075428e-49
