# Created by: riboviz
# Date: 2026-03-12 10:29:33.18953
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
gene	Ct_fr0	Ct_fr1	Ct_fr2	pval_fr0vs1	pval_fr0vs2	pval_fr0vsboth
YAR019C	46	16	44	0.0001382166566478	0.417675721169861	0.00328073899238561
YAR020C	0	0	2	1	0.97032678060404	1
YAR023C	1	0	0	0.5	0.5	0.5
YAR027W	93	30	55	1.47977536939325e-06	0.00476374594977419	1.3889089087961e-07
YAR028W	43	19	37	0.00160416049754503	0.273448498930599	0.00603921826970214
YAR029W	0	0	0	1	1	1
YAR031W	35	20	38	0.0302539953559031	0.630494526257317	0.137480412896221
YAR033W	35	10	27	0.00027583056274689	0.187142956699645	0.00106733640996173
YAR035W	11	2	3	0.00701431534713379	0.0177567143008132	0.000632754036296419
YAR035C-A	0	0	0	1	1	1
YAR042W	234	125	162	1.46117745844054e-07	0.000723160666573794	2.06844736124607e-09
YAR050W	3	1	0	0.211855398583397	0.0744573365893828	0.0563349388208243
YAR064W	0	0	0	1	1	1
YAR066W	51	25	31	0.00241768426437987	0.0159530849885047	0.00022435376393615
YAR068W	1	1	1	0.681324055883031	0.681324055883031	0.747507462453077
YAR071W	3714	1662	2539	7.77362656895468e-42	1.243604978385e-14	9.58008737790891e-51
YBL113C	1	0	1	0.5	0.681324055883031	0.630558659818236
YBL112C	1	0	0	0.5	0.5	0.5
YBL111C	2	2	3	0.579259709439103	0.724507506207453	0.713302433626219
YBL108C-A	0	1	0	0.977249868051821	1	1
YBL107C	33	23	41	0.0870591271864612	0.812813614946271	0.369608781561708
YBL106C	66	34	43	0.000734860644469776	0.0217853615139797	0.000118412254739109
YBL105C	191	98	158	4.73030534597808e-08	0.046968849682008	3.55980350893321e-07
YBL104C	127	44	76	1.85404146204106e-09	0.000562267652726005	4.80668580803445e-11
YBL103C	80	27	58	1.40282904643508e-06	0.038291030458736	2.50131438116766e-06
YBL102W	155	70	90	2.24944012442473e-07	9.41606760997531e-05	2.66764902757966e-10
YBL101C	116	59	79	2.36922543545248e-05	0.0043870680215481	1.12389880708315e-06
YBL100W-C	0	0	0	1	1	1
YBL099W	1247	559	856	3.34303055411064e-37	5.72370247974898e-11	5.0748899540661e-42
YBL098W	81	34	53	3.33065549434384e-05	0.0128643334502768	5.48687506081967e-06
YBL097W	71	33	64	0.000190365100394227	0.26577351337967	0.00156428472875622
YBL095W	15	8	13	0.0567143148524716	0.352824821107703	0.0828115318085236
YBL093C	114	52	85	4.45854491248192e-06	0.0360252120121384	5.10126648689785e-06
YBL092W	6897	3000	4507	2.92883460830217e-16	4.54893355113004e-06	4.00370047090211e-19
YBL091C-A	32	14	17	0.00227339456736054	0.0162308101842387	0.000216839407843872
YBL091C	517	234	333	1.84088972043417e-16	3.93706710895616e-08	5.94027309694567e-22
YBL090W	75	30	54	2.75691416274348e-05	0.0271510194511681	1.26378530001737e-05
YBL089W	32	22	31	0.0915511545310979	0.44992561577984	0.151426537483489
YBL088C	34	13	24	0.00111749656006228	0.0953326929635472	0.00101088241163569
YBL087C	3788	1845	2848	1.53968043700543e-15	6.83951124778018e-05	6.46363967692988e-17
YBL086C	45	21	32	0.00239596882335048	0.0697874646096072	0.00118604949359018
YBL085W	184	64	121	1.82344013787451e-13	0.000173542708781193	8.67605192264833e-15
YBL084C	55	28	36	0.00192930320701481	0.0251375793140264	0.000304667383242026
YBL082C	104	39	80	8.97547137804426e-08	0.0431189567053026	4.70070001943088e-07
YBL081W	91	50	42	0.000826457031944874	0.000110338501311678	6.59203982039855e-07
YBL080C	31	11	24	0.00162921392723817	0.177257393130079	0.00311742094181752
YBL079W	395	185	278	1.79396187897159e-16	3.42421617158386e-05	4.76540553982866e-18
YBL078C	27	10	29	0.00328433330398231	0.578684951122474	0.0374151911161573
YBL076C	4356	2053	3060	3.50468376564787e-73	2.99804290474129e-22	1.21333203012265e-85
YBL075C	3	4	1	0.681699183718199	0.211855398583397	0.408420907789057
YBL074C	32	9	23	0.000932408922414684	0.151069931206446	0.00169802478950181
YBL072C	11586	4467	6992	3.03111148862473e-31	1.1160226445888e-12	9.41540012499407e-40
YBL071C-B	0	0	0	1	1	1
YBL071W-A	78	38	62	0.00299003296782195	0.0858697525702841	0.0018065441025021
YBL069W	135	63	116	3.33884074750982e-07	0.148238781652537	1.05503698709974e-05
YBL068W	239	85	171	1.94644316148774e-13	0.00196247849919387	3.68358148312999e-13
YBL067C	148	60	115	4.9040692163007e-09	0.0308641374323849	3.81625654967208e-08
YBL066C	38	17	28	0.00324110510180839	0.113349015290576	0.00271953611772767
YBL064C	123	56	85	1.69790371571595e-06	0.0333879310399781	2.31403615945326e-06
YBL063W	70	22	49	1.92327823879661e-06	0.0357881269293081	2.80536383309597e-06
YBL061C	163	55	96	2.72763661549008e-11	9.79617449003231e-05	1.78962347841199e-13
YBL060W	33	23	18	0.101117732043769	0.016313399111378	0.00792078206007112
YBL059C-A	67	23	32	6.88103959547324e-06	0.000329328079465613	2.09316925545055e-08
YBL059W	19	6	16	0.00487438394870642	0.304327917319759	0.0142754368659799
YBL058W	462	207	352	4.1184856679312e-16	0.00109881697583289	1.95295469596307e-15
YBL057C	123	44	85	1.83603489028865e-07	0.0120333413366717	1.04545313754372e-07
YBL056W	373	171	272	1.96844864596963e-13	0.000209201095821793	1.20336123595933e-14
YBL055C	80	42	57	0.000264759753586271	0.0412183853252343	0.000117338726908762
YBL054W	113	43	76	1.73152120128493e-08	0.00676287161069339	8.17008462361883e-09
YBL052C	31	9	21	0.00070130660819688	0.108564226913592	0.000870201468721776
YBL051C	481	235	304	5.83699026981794e-15	3.20247724542825e-08	8.32009381133757e-21
YBL050W	298	126	190	1.43199447782175e-11	2.90667033449475e-05	2.21984677866873e-14
YBL049W	2	1	1	0.386414996342224	0.386414996342224	0.341545699154804
YBL047C	1061	501	766	1.31001126692281e-34	1.40671241957648e-08	1.68936968209992e-36
YBL046W	81	36	46	3.41691983307782e-05	0.00145180133080654	4.29868874896152e-07
YBL045C	303	148	205	1.16039421365363e-09	0.000343538569141196	1.74359828970691e-11
YBL044W	0	0	0	1	1	1
YBL043W	1	0	0	0.5	0.5	0.5
YBL042C	193	77	157	4.21664540161985e-11	0.0633907848096176	7.11081459967792e-09
YBL041W	550	241	363	9.12060368934866e-16	6.94646866801561e-06	1.71575346864486e-18
YBL040C	253	102	208	3.72966580290887e-12	0.0155109353311542	9.59102649900413e-11
YBL039W-B	6	2	4	0.101545893788584	0.285803822476666	0.0968004845856104
YBL039C	1280	538	802	4.69074030373643e-36	7.77871234290667e-13	9.02803015186141e-44
YBL038W	111	45	61	4.41235489463159e-07	0.000528003511444011	3.47438233378663e-09
YBL037W	105	66	104	0.003460859218421	0.542506447971934	0.0333181136377138
YBL036C	255	128	177	4.21845122848041e-08	0.00198481483413986	2.85203474401883e-09
YBL035C	151	62	108	1.29522870371221e-08	0.0114583969110932	1.46927666427445e-08
YBL034C	121	60	91	3.34259587253026e-06	0.0193791967011025	1.69344401110323e-06
YBL033C	103	51	65	4.06863829034209e-05	0.00272071121819156	1.00831455655585e-06
YBL032W	447	195	342	5.01568614762177e-18	0.00116106578132474	1.05195979055563e-16
YBL031W	26	18	21	0.12886167596188	0.248401435112084	0.100132882420011
YBL030C	1183	460	824	7.02559263366383e-26	9.66042800896262e-07	2.7113075726169e-27
YBL029C-A	17	8	10	0.0460294340434501	0.121597431751645	0.0218770907267846
YBL029W	9	4	7	0.0889693371034155	0.318967405295479	0.0993402040683632
YBL028C	159	82	131	3.10351463753461e-05	0.0877568892128234	7.54035683311492e-05
YBL027W	6593	2726	4372	2.55490309632224e-26	2.04226743063043e-08	4.17673722071507e-30
YBL026W	137	86	111	0.0206554293777009	0.134887478439661	0.0131035945776432
YBL025W	28	6	13	0.000272791211872542	0.0139763207285308	3.18217366640873e-05
YBL024W	838	353	583	4.18359893529566e-31	5.57090969058334e-09	1.57879058358905e-34
YBL023C	174	77	115	2.16896048759018e-09	0.00106229428175779	1.27720914247191e-10
YBL022C	602	264	455	1.70840287669456e-25	2.1350312012078e-05	7.58236139991799e-25
YBL021C	31	13	23	0.00227339456736054	0.147172489419977	0.00299876443644363
YBL020W	95	45	78	2.17406791167774e-05	0.104493258731187	7.86847436799195e-05
YBL019W	16	10	15	0.122583272012697	0.431201661868257	0.172500331251781
YBL018C	50	29	51	0.0139965225552601	0.474063619750228	0.0548227580427899
YBL017C	719	296	491	4.99680946766318e-32	8.20681272862865e-09	5.79126795792305e-35
YBL016W	111	55	79	3.48144288938331e-06	0.0109875853942603	8.00667003419325e-07
YBL015W	114	41	70	7.40006817462772e-08	0.0029001711330788	7.2797608505256e-09
YBL014C	42	14	29	9.36368354564912e-05	0.0747796558019105	0.000125877882794428
YBL013W	16	5	8	0.00864320092824581	0.0529754975268447	0.00235326047930749
YBL011W	170	93	124	3.55244155125902e-06	0.0045491991652849	2.58829069621611e-07
YBL010C	34	17	23	0.00818284256688174	0.0700557403143895	0.00306477953450196
YBL009W	139	59	87	4.39825274347553e-08	0.000460382986324752	4.50206679316876e-10
YBL008W-A	0	0	1	1	0.977249868051821	1
YBL008W	73	44	67	0.00538047585568291	0.340782374973832	0.0181510136022419
YBL007C	954	408	651	1.91489793809422e-42	8.17699916746225e-12	3.37744270271743e-47
YBL006C	83	43	68	0.000297956684820864	0.124542485695365	0.000591761337375989
YBL005W	90	50	61	0.000999382164530848	0.0189481702424366	0.000129501512786443
YBL004W	770	317	571	8.68445450440341e-39	2.99769732415628e-07	2.85086214769491e-37
YBL003C	1522	682	1001	7.35790759458543e-15	3.81857977080814e-05	9.0075688315051e-17
YBL002W	1334	629	1012	2.80144680191024e-14	0.000269472599203863	4.16765166121494e-15
YBL001C	231	87	170	2.02146251078419e-09	0.016451319431009	7.22565562830297e-09
YBR001C	112	47	90	3.75783652272145e-06	0.119869297801223	3.1925621689599e-05
YBR002C	68	31	52	0.000496979547180252	0.0724080544537801	0.000391148991980851
YBR003W	108	50	81	5.12757705226692e-06	0.0242715064762583	3.17502145411298e-06
YBR004C	60	42	61	0.0394727254723168	0.492735206290739	0.104712304495239
YBR005W	33	8	19	2.10973570709023e-05	0.0311518506745366	1.25540457708016e-05
YBR006W	42	24	27	0.0069403049018022	0.0318503326840954	0.00114082761704263
YBR007C	65	37	54	0.00426174438985976	0.158735660638655	0.00512934863840647
YBR008C	2	1	0	0.386414996342224	0.17288929307558	0.191934191495911
YBR009C	1514	674	1051	7.27952942784252e-13	0.000123875329700853	1.52018387854511e-14
YBR010W	2377	1068	1737	9.33135695864717e-15	0.000565169700786535	5.89143634766048e-15
YBR011C	4701	2034	3169	2.05043094154729e-34	1.77687408704475e-10	3.34712782649203e-39
YBR013C	28	11	21	0.00995229923437091	0.319725869251446	0.0239925884925264
YBR014C	130	75	115	9.42898612418384e-05	0.13686037553081	0.000319873118651677
YBR015C	488	191	328	6.4668529134957e-24	1.08435471276946e-06	8.843464552405e-26
YBR016W	201	91	127	7.00652287609614e-08	0.000236793358377813	2.92353188937562e-10
YBR017C	491	206	372	5.45466730528893e-23	2.78584001850786e-05	6.74517542675747e-23
YBR018C	0	0	1	1	0.977249868051821	1
YBR019C	1	1	1	0.681324055883031	0.681324055883031	0.747507462453077
YBR020W	0	0	0	1	1	1
YBR021W	40	11	34	0.000163531605176516	0.286426961522127	0.00164507450019283
YBR022W	50	27	34	0.00937019892621604	0.0622576047787099	0.00299482952444417
YBR023C	301	136	225	5.02900510151491e-14	0.00134861697681131	7.76740610963044e-14
YBR024W	40	13	28	0.000272981399337657	0.0887926020247673	0.000339525653845008
YBR025C	2824	1315	2000	1.91546347181195e-35	2.85445994754758e-10	1.11918695613284e-39
YBR026C	213	116	160	1.17072025144641e-06	0.00925701161939777	2.80844792937305e-07
YBR028C	86	49	67	0.000932262362986882	0.0957006508075973	0.000893241401229064
YBR029C	203	107	133	1.24115510230128e-06	0.000469484178407089	7.16381076136993e-09
YBR030W	65	27	46	9.69732162747963e-05	0.0395405440589628	5.28899122026956e-05
YBR031W	13694	6267	9508	1.8397990218246e-45	1.19493214802451e-15	5.68341023591403e-55
YBR033W	2	0	1	0.17288929307558	0.386414996342224	0.191934191495911
YBR034C	367	149	248	8.9347736934518e-15	1.82188181593491e-05	3.72484347949843e-17
YBR035C	321	141	226	1.63646793253655e-12	0.000899240211877223	4.92212317890055e-13
YBR036C	318	158	233	1.6468748808258e-10	0.00114496494616141	2.05312040845214e-11
YBR037C	80	42	33	0.000241381865866709	1.82986845225906e-05	3.58573005193158e-08
YBR038W	392	162	250	2.17220667171547e-19	7.39353152811717e-07	1.27585554596328e-22
YBR039W	473	200	336	1.71506790986627e-17	0.000210433328932241	1.39233970656733e-17
YBR040W	1	0	1	0.5	0.681324055883031	0.630558659818236
YBR041W	218	108	195	7.42514656815201e-09	0.168143430596772	1.40356714479873e-06
YBR042C	132	49	105	1.70932207384687e-08	0.0485297610965435	1.93268298689718e-07
YBR043C	35	11	27	0.00020723615457865	0.163182145214985	0.000709946331194159
YBR044C	32	10	22	0.000259462362253628	0.0836256012282751	0.000300902885282065
YBR045C	3	1	2	0.211855398583397	0.382797241997882	0.218725748972901
YBR046C	152	66	113	2.7281462747359e-08	0.00510930294869899	7.57940333728192e-09
YBR047W	23	9	17	0.0141359530715465	0.219266880392301	0.0179168699250182
YBR048W	4696	1925	3078	9.07040770517702e-23	1.38955848933216e-06	9.00331379662303e-25
YBR049C	320	186	195	7.45969551866488e-09	1.49045670593427e-07	1.19528201437613e-14
YBR050C	1	0	1	0.5	0.681324055883031	0.630558659818236
YBR052C	236	110	168	6.79888547530267e-08	0.00213120968885639	4.51979620170309e-09
YBR053C	157	58	80	1.73140029611724e-10	2.82261931763596e-06	1.02147175491047e-14
YBR054W	80	37	43	6.21155795420108e-07	0.000769927668439193	7.2216023245434e-09
YBR055C	74	39	62	0.000817143414141724	0.150502296332526	0.00154553218923334
YBR056W	167	77	96	1.68428903539621e-08	3.50043311082525e-05	9.36118274850979e-12
YBR056W-A	4	4	6	0.579259709439103	0.721259932568565	0.710963625586878
YBR057C	76	33	49	2.2696725350952e-05	0.00618082466461896	1.63865850495877e-06
YBR058C	229	110	162	1.38401642727406e-09	0.000238165824836927	1.24426766564589e-11
YBR058C-A	157	79	109	0.000315361965017012	0.038833411184823	0.00012389477005856
YBR059C	310	112	214	6.43583490824125e-19	0.000169545291330511	9.65404202494913e-19
YBR060C	81	43	52	0.000301297594289246	0.00477808697309588	1.03063262402719e-05
YBR061C	148	51	95	2.19934027490549e-09	0.00220757971519432	3.57651082979508e-10
YBR062C	60	35	39	0.00816772876387084	0.0177227714069167	0.000723249600934558
YBR063C	0	1	1	0.977249868051821	0.977249868051821	0.997661132509476
YBR065C	51	25	36	0.00504340243019246	0.0763489956469853	0.00232389885389402
YBR066C	82	20	51	1.38856740221897e-09	0.00521444316878045	9.03221354311397e-10
YBR067C	831	299	596	1.90164247960598e-22	9.08886568887716e-06	2.72709459780953e-23
YBR068C	739	311	471	2.27551151695753e-26	3.29243692923033e-09	2.94704246657846e-31
YBR069C	530	274	405	1.05872123474198e-15	0.00040485648155896	7.38849527824353e-16
YBR070C	59	23	37	0.000346293733255071	0.028199284310991	8.91333007386929e-05
YBR071W	79	29	62	5.5954736716344e-06	0.0446588905116044	8.25381001579885e-06
YBR072W	47	21	33	0.00111094188232816	0.0671275005011218	0.000636832781603537
YBR072C-A	1	1	0	0.681324055883031	0.5	0.630558659818236
YBR073W	251	99	140	6.11824484130533e-15	1.03053019870403e-08	2.27902823338828e-21
YBR074W	307	108	186	1.06815661379661e-19	2.75691229722391e-07	1.90070262821581e-23
YBR076W	1	0	0	0.5	0.5	0.5
YBR077C	89	37	49	6.82935732466678e-05	0.0049489502184592	3.07756891004168e-06
YBR078W	5790	2262	3724	2.3600167859781e-53	2.6488926417859e-19	3.8435167138913e-66
YBR079C	1721	777	1246	2.4301949402899e-44	2.52458532783273e-11	7.26664476068093e-48
YBR080C	563	260	382	3.40988605467529e-19	8.11756206490439e-07	2.05355565047391e-22
YBR081C	191	80	118	1.54582971020484e-10	7.81302154515403e-05	5.23772729421597e-13
YBR082C	1010	438	680	2.24925553427085e-17	3.37060455370145e-06	3.67886893795625e-20
YBR083W	119	49	98	5.96712592415238e-08	0.0872968684497023	1.27720443520004e-06
YBR084W	946	377	629	1.73838796509551e-37	1.09580787060459e-11	2.84350251311191e-43
YBR084C-A	5626	2340	3484	4.74084558318423e-26	4.10695880060399e-10	3.11614393160113e-32
YBR085W	79	32	50	7.59493841163308e-06	0.00946486706477666	1.18852008186686e-06
YBR085C-A	94	47	55	0.000541581267674088	0.00633246738457265	2.31390276132031e-05
YBR086C	722	310	582	6.3422809519226e-26	0.000418490030583422	8.2874294899933e-23
YBR087W	132	64	100	1.11843701705806e-05	0.0228967891542144	5.16109436696659e-06
YBR088C	435	200	304	2.01681065965343e-13	0.000128933373653577	6.11355866982552e-15
YBR089C-A	153	59	90	4.02521900099038e-07	0.00389415302058092	3.9225657265169e-08
YBR090C	39	53	71	0.935152105676303	0.961904473859154	0.989973154235018
YBR091C	44	11	35	0.000218109979986956	0.211210832635928	0.00112810005344301
YBR092C	858	367	557	9.14580887439383e-27	4.28045319581312e-09	2.10008732013667e-31
YBR093C	795	340	514	6.82092541802527e-25	1.56132291966962e-07	9.37811124389898e-28
YBR094W	165	75	111	8.01691951912216e-09	0.00113214462840409	3.7737844267749e-10
YBR095C	66	28	48	0.000123649050082232	0.0504306436292142	8.78125329657695e-05
YBR096W	242	110	171	8.30968335631899e-09	0.0052793339365671	3.33698866278226e-09
YBR097W	102	38	54	1.03225478713165e-07	0.000119479292558286	1.80420598320639e-10
YBR098W	24	16	23	0.110002691310058	0.445655322110036	0.167548152946852
YBR101C	271	141	218	1.931153657649e-08	0.0229766935881155	5.84591569692553e-08
YBR102C	87	54	75	0.0063196056430227	0.205569175481453	0.00952549610366176
YBR103W	79	42	66	0.00119093535384641	0.196203355539199	0.00295330216944881
YBR104W	119	51	99	2.15824755259856e-06	0.154671518968851	3.61819496150144e-05
YBR105C	54	11	29	2.79284612343064e-07	0.00534618177986442	4.5448902105904e-08
YBR106W	1822	802	1204	1.54172425507022e-22	2.56801213568815e-08	4.63778591460501e-27
YBR107C	16	3	7	0.00366738932519233	0.037212333443771	0.000795903457389919
YBR108W	92	44	95	3.07315336746885e-05	0.558256340617766	0.00316828364833399
YBR109C	685	359	455	1.47835098138202e-07	0.000605201710506633	1.67707605990743e-09
YBR110W	129	64	107	5.93936632771733e-06	0.103827863921127	3.33207139660914e-05
YBR111C	299	132	230	2.33697476854707e-11	0.0112250988323912	1.83405289624748e-10
YBR111W-A	53	26	34	0.00401440624045051	0.0201082273840369	0.000441964412597366
YBR112C	385	190	290	1.83802658965557e-12	0.000717021447102177	3.81028908120018e-13
YBR114W	23	11	17	0.026828366404814	0.174573172770861	0.0213589555795629
YBR115C	868	373	635	4.26755187659435e-36	6.23969790452802e-08	1.5572946618891e-36
YBR117C	0	0	1	1	0.977249868051821	1
YBR118W	97837	41330	64575	2.57676772971345e-66	7.81155229766415e-22	9.28594489772813e-80
YBR119W	38	19	32	0.00728272336858015	0.275954842674434	0.0158518955021885
YBR120C	53	25	38	0.000758717197778803	0.071683148363662	0.000524161388508887
YBR121C	2919	1286	2040	2.87745138793233e-53	1.42026086543824e-13	6.93229325269777e-58
YBR122C	101	53	81	0.000870296553809195	0.0817295958639501	0.000688309392619706
YBR123C	101	43	53	1.55632313682534e-06	8.57880477783459e-05	1.30506487029546e-09
YBR125C	77	32	49	1.25421256514549e-05	0.0106064287304194	2.02233393966805e-06
YBR126C	564	251	380	3.77544506392678e-20	1.03679376810548e-06	5.38746371139236e-23
YBR126W-A	158	99	134	0.0020557786538064	0.169018629441147	0.0034001541935673
YBR127C	3325	1520	2292	5.80699461823678e-43	1.97663307807959e-13	6.12367564556422e-50
YBR128C	4	4	6	0.531311648813384	0.754887652830774	0.706581368430907
YBR129C	56	17	50	2.5716832741114e-05	0.318303925623749	0.000693948501628601
YBR130C	174	93	138	8.89644295889076e-07	0.0213170983501549	7.49569559828463e-07
YBR131W	35	17	28	0.0143783799010039	0.26719383497536	0.0235363342263571
YBR132C	71	30	64	8.29474003452827e-05	0.363695927130527	0.00181033955912174
YBR133C	131	62	95	3.15013312951592e-07	0.00861311279011051	9.60280183594163e-08
YBR135W	132	52	81	5.51882191019333e-07	0.00147518039189132	1.45074397594879e-08
YBR136W	81	35	58	9.76030505698426e-06	0.0299463695002088	6.80560175771373e-06
YBR137W	107	46	76	5.8070869446026e-05	0.0454237652169697	4.40985407487872e-05
YBR138C	48	20	35	0.000287637046779616	0.0747393291786586	0.000276390634645193
YBR139W	225	98	159	2.40891142060032e-10	0.00041802218051337	6.71942607710654e-12
YBR140C	288	115	204	1.22997683988839e-17	0.000134960634498753	5.41863059220928e-18
YBR141C	40	20	29	0.00371575837575955	0.105637572080018	0.00274520028218596
YBR142W	262	133	188	6.3511003211661e-10	0.00045053370590781	1.56492713342216e-11
YBR143C	1284	623	946	1.49052562928274e-24	1.05684723525134e-06	2.89493110266936e-26
YBR145W	59	44	48	0.0598185339653353	0.145491790252878	0.0323626741991844
YBR146W	146	72	117	2.47756384485107e-06	0.0836818618635863	1.30282169957129e-05
