# Created by: riboviz
# Date: 2025-09-09 19:24:03.925483
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ReadLen	Pos	Counts
27	-21	72
28	-21	219
29	-21	180
30	-21	70
31	-21	15
32	-21	1
33	-21	0
34	-21	1
35	-21	0
36	-21	0
37	-21	0
38	-21	0
39	-21	0
40	-21	0
41	-21	0
42	-21	0
43	-21	0
44	-21	0
45	-21	0
46	-21	0
47	-21	0
48	-21	0
49	-21	0
50	-21	0
10	-20	0
11	-20	0
12	-20	0
13	-20	0
14	-20	0
15	-20	3
16	-20	8
17	-20	8
18	-20	8
19	-20	9
20	-20	24
21	-20	55
22	-20	18
23	-20	19
24	-20	22
25	-20	26
26	-20	35
27	-20	40
28	-20	148
29	-20	131
30	-20	47
31	-20	28
32	-20	6
33	-20	1
34	-20	0
35	-20	0
36	-20	0
37	-20	0
38	-20	0
39	-20	0
40	-20	0
41	-20	0
42	-20	0
43	-20	0
44	-20	0
45	-20	0
46	-20	0
47	-20	0
48	-20	0
49	-20	0
50	-20	0
10	-19	0
11	-19	0
12	-19	0
13	-19	0
14	-19	0
15	-19	0
16	-19	7
17	-19	7
18	-19	11
19	-19	13
20	-19	29
21	-19	75
22	-19	45
23	-19	39
24	-19	34
25	-19	23
26	-19	21
27	-19	56
28	-19	224
29	-19	221
30	-19	301
31	-19	385
32	-19	40
33	-19	1
34	-19	0
35	-19	0
36	-19	0
37	-19	0
38	-19	0
39	-19	0
40	-19	0
41	-19	0
42	-19	0
43	-19	0
44	-19	0
45	-19	0
46	-19	0
47	-19	0
48	-19	0
49	-19	0
50	-19	0
10	-18	0
11	-18	0
12	-18	0
13	-18	0
14	-18	0
15	-18	5
16	-18	14
17	-18	9
18	-18	8
19	-18	32
20	-18	22
21	-18	36
22	-18	56
23	-18	42
24	-18	30
25	-18	23
26	-18	46
27	-18	72
28	-18	248
29	-18	558
30	-18	2222
31	-18	2751
32	-18	239
33	-18	19
34	-18	2
35	-18	3
36	-18	0
37	-18	0
38	-18	0
39	-18	0
40	-18	0
41	-18	0
42	-18	0
43	-18	0
44	-18	0
45	-18	0
46	-18	0
47	-18	0
48	-18	0
49	-18	0
50	-18	0
10	-17	0
11	-17	0
12	-17	0
13	-17	0
14	-17	0
15	-17	2
16	-17	5
17	-17	5
18	-17	6
19	-17	11
20	-17	22
21	-17	48
22	-17	101
23	-17	27
24	-17	27
25	-17	13
26	-17	26
27	-17	38
28	-17	165
29	-17	300
30	-17	180
31	-17	19
32	-17	9
33	-17	0
34	-17	0
35	-17	0
36	-17	0
37	-17	0
38	-17	0
39	-17	0
40	-17	0
41	-17	0
42	-17	0
43	-17	0
44	-17	0
45	-17	0
46	-17	0
47	-17	0
48	-17	0
49	-17	0
50	-17	0
10	-16	0
11	-16	0
12	-16	0
13	-16	0
14	-16	0
15	-16	0
16	-16	9
17	-16	13
18	-16	5
19	-16	12
20	-16	53
21	-16	151
22	-16	116
23	-16	35
24	-16	19
25	-16	23
26	-16	26
27	-16	72
28	-16	237
29	-16	202
30	-16	83
31	-16	15
32	-16	3
33	-16	1
34	-16	0
35	-16	0
36	-16	0
37	-16	0
38	-16	0
39	-16	0
40	-16	0
41	-16	0
42	-16	0
43	-16	0
44	-16	0
45	-16	0
46	-16	0
47	-16	0
48	-16	0
49	-16	0
50	-16	0
10	-15	0
11	-15	0
12	-15	0
13	-15	0
14	-15	0
15	-15	5
16	-15	5
17	-15	7
18	-15	6
19	-15	23
20	-15	25
21	-15	27
22	-15	24
23	-15	26
24	-15	10
25	-15	23
26	-15	28
27	-15	70
28	-15	141
29	-15	142
30	-15	56
31	-15	19
32	-15	4
33	-15	1
34	-15	1
35	-15	0
36	-15	0
37	-15	0
38	-15	0
39	-15	0
40	-15	0
41	-15	0
42	-15	0
43	-15	0
44	-15	0
45	-15	0
46	-15	0
47	-15	0
48	-15	0
49	-15	0
50	-15	0
10	-14	0
11	-14	0
12	-14	0
13	-14	0
14	-14	0
15	-14	5
16	-14	10
17	-14	14
18	-14	15
19	-14	19
20	-14	18
21	-14	56
22	-14	76
23	-14	56
24	-14	26
25	-14	55
26	-14	76
27	-14	84
28	-14	337
29	-14	1046
30	-14	1816
31	-14	362
32	-14	50
33	-14	4
34	-14	0
35	-14	1
36	-14	1
37	-14	0
38	-14	0
39	-14	0
40	-14	0
41	-14	0
42	-14	0
43	-14	0
44	-14	0
45	-14	0
46	-14	0
47	-14	0
48	-14	0
49	-14	0
50	-14	0
10	-13	0
11	-13	0
12	-13	0
13	-13	0
14	-13	0
15	-13	11
16	-13	6
17	-13	8
18	-13	27
19	-13	32
20	-13	91
21	-13	218
22	-13	197
23	-13	103
24	-13	90
25	-13	66
26	-13	47
27	-13	72
28	-13	128
29	-13	236
30	-13	1634
31	-13	272
32	-13	79
33	-13	32
34	-13	3
35	-13	5
36	-13	0
37	-13	0
38	-13	0
39	-13	0
40	-13	0
41	-13	0
42	-13	0
43	-13	0
44	-13	0
45	-13	0
46	-13	0
47	-13	0
48	-13	0
49	-13	0
50	-13	0
10	-12	0
11	-12	0
12	-12	0
13	-12	0
14	-12	0
15	-12	3
16	-12	31
17	-12	61
18	-12	154
19	-12	324
20	-12	841
21	-12	952
22	-12	657
23	-12	350
24	-12	266
25	-12	185
26	-12	309
27	-12	324
28	-12	1036
29	-12	15184
30	-12	6089
31	-12	1288
32	-12	296
33	-12	84
34	-12	12
35	-12	3
36	-12	0
37	-12	0
38	-12	0
39	-12	0
40	-12	0
41	-12	0
42	-12	0
43	-12	0
44	-12	0
45	-12	0
46	-12	0
47	-12	0
48	-12	0
49	-12	0
50	-12	0
10	-11	0
11	-11	0
12	-11	0
13	-11	0
14	-11	0
15	-11	13
16	-11	187
17	-11	494
18	-11	920
19	-11	2329
20	-11	3621
21	-11	2261
22	-11	1016
23	-11	817
24	-11	690
25	-11	1148
26	-11	1068
27	-11	3480
28	-11	64385
29	-11	23768
30	-11	3194
31	-11	633
32	-11	134
33	-11	45
34	-11	2
35	-11	2
36	-11	0
37	-11	0
38	-11	0
39	-11	0
40	-11	0
41	-11	0
42	-11	0
43	-11	0
44	-11	0
45	-11	0
46	-11	0
47	-11	0
48	-11	0
49	-11	0
50	-11	0
10	-10	0
11	-10	0
12	-10	0
13	-10	0
14	-10	0
15	-10	8
16	-10	65
17	-10	124
18	-10	306
19	-10	460
20	-10	388
21	-10	232
22	-10	216
23	-10	139
24	-10	227
25	-10	184
26	-10	478
27	-10	7146
28	-10	6142
29	-10	997
30	-10	1584
31	-10	320
32	-10	50
33	-10	12
34	-10	5
35	-10	0
36	-10	0
37	-10	0
38	-10	0
39	-10	0
40	-10	0
41	-10	0
42	-10	0
43	-10	0
44	-10	0
45	-10	0
46	-10	0
47	-10	0
48	-10	0
49	-10	0
50	-10	0
10	-9	0
11	-9	0
12	-9	0
13	-9	0
14	-9	0
15	-9	24
16	-9	127
17	-9	202
18	-9	374
19	-9	600
20	-9	5303
21	-9	16188
22	-9	1767
23	-9	693
24	-9	208
25	-9	220
26	-9	1832
27	-9	1513
28	-9	1842
29	-9	11334
30	-9	6325
31	-9	1228
32	-9	155
33	-9	36
34	-9	10
35	-9	2
36	-9	0
37	-9	0
38	-9	0
39	-9	0
40	-9	0
41	-9	0
42	-9	0
43	-9	0
44	-9	0
45	-9	0
46	-9	0
47	-9	0
48	-9	0
49	-9	0
50	-9	0
10	-8	0
11	-8	0
12	-8	0
13	-8	0
14	-8	0
15	-8	47
16	-8	103
17	-8	249
18	-8	286
19	-8	231
20	-8	415
21	-8	449
22	-8	345
23	-8	238
24	-8	325
25	-8	2692
26	-8	1571
27	-8	1630
28	-8	25295
29	-8	24539
30	-8	6510
31	-8	778
32	-8	113
33	-8	32
34	-8	8
35	-8	1
36	-8	0
37	-8	0
38	-8	0
39	-8	0
40	-8	0
41	-8	0
42	-8	0
43	-8	0
44	-8	0
45	-8	0
46	-8	0
47	-8	0
48	-8	0
49	-8	0
50	-8	0
10	-7	0
11	-7	0
12	-7	0
13	-7	0
14	-7	0
15	-7	34
16	-7	122
17	-7	113
18	-7	73
19	-7	98
20	-7	103
21	-7	209
22	-7	139
23	-7	172
24	-7	1833
25	-7	1385
26	-7	700
27	-7	4793
28	-7	4227
29	-7	809
30	-7	1112
31	-7	231
32	-7	36
33	-7	8
34	-7	1
35	-7	1
36	-7	0
37	-7	0
38	-7	0
39	-7	0
40	-7	0
41	-7	0
42	-7	0
43	-7	0
44	-7	0
45	-7	0
46	-7	0
47	-7	0
48	-7	0
49	-7	0
50	-7	0
10	-6	0
11	-6	0
12	-6	0
13	-6	0
14	-6	0
15	-6	30
16	-6	74
17	-6	161
18	-6	392
19	-6	132
20	-6	146
21	-6	214
22	-6	230
23	-6	1309
24	-6	1755
25	-6	364
26	-6	1604
27	-6	1447
28	-6	1359
29	-6	7567
30	-6	4682
31	-6	925
32	-6	151
33	-6	22
34	-6	5
35	-6	3
36	-6	0
37	-6	0
38	-6	0
39	-6	0
40	-6	0
41	-6	0
42	-6	0
43	-6	0
44	-6	0
45	-6	0
46	-6	0
47	-6	0
48	-6	0
49	-6	0
50	-6	0
10	-5	0
11	-5	0
12	-5	0
13	-5	0
14	-5	0
15	-5	38
16	-5	138
17	-5	336
18	-5	176
19	-5	175
20	-5	252
21	-5	409
22	-5	1281
23	-5	653
24	-5	486
25	-5	1389
26	-5	872
27	-5	1260
28	-5	23720
29	-5	17475
30	-5	3904
31	-5	472
32	-5	110
33	-5	40
34	-5	2
35	-5	1
36	-5	0
37	-5	0
38	-5	0
39	-5	0
40	-5	0
41	-5	0
42	-5	0
43	-5	0
44	-5	0
45	-5	0
46	-5	0
47	-5	0
48	-5	0
49	-5	0
50	-5	0
10	-4	0
11	-4	0
12	-4	0
13	-4	0
14	-4	0
15	-4	18
16	-4	71
17	-4	118
18	-4	76
19	-4	169
20	-4	243
21	-4	1297
22	-4	719
23	-4	305
24	-4	1046
25	-4	672
26	-4	408
27	-4	4241
28	-4	2583
29	-4	704
30	-4	2440
31	-4	746
32	-4	38
33	-4	14
34	-4	1
35	-4	0
36	-4	0
37	-4	0
38	-4	0
39	-4	0
40	-4	0
41	-4	0
42	-4	0
43	-4	0
44	-4	0
45	-4	0
46	-4	0
47	-4	0
48	-4	0
49	-4	0
50	-4	0
10	-3	0
11	-3	0
12	-3	0
13	-3	0
14	-3	0
15	-3	112
16	-3	116
17	-3	121
18	-3	148
19	-3	231
20	-3	856
21	-3	2256
22	-3	1014
23	-3	947
24	-3	1809
25	-3	549
26	-3	1346
27	-3	2156
28	-3	1296
29	-3	10689
30	-3	6357
31	-3	1085
32	-3	131
33	-3	13
34	-3	3
35	-3	2
36	-3	0
37	-3	0
38	-3	0
39	-3	0
40	-3	0
41	-3	0
42	-3	0
43	-3	0
44	-3	0
45	-3	0
46	-3	0
47	-3	0
48	-3	0
49	-3	0
50	-3	0
10	-2	0
11	-2	0
12	-2	0
13	-2	0
14	-2	0
15	-2	96
16	-2	142
17	-2	319
18	-2	261
19	-2	2087
20	-2	2922
21	-2	1122
22	-2	1859
23	-2	1739
24	-2	776
25	-2	1984
26	-2	2991
27	-2	2194
28	-2	34559
29	-2	18895
30	-2	4231
31	-2	326
32	-2	43
33	-2	9
34	-2	0
35	-2	0
36	-2	0
37	-2	0
38	-2	0
39	-2	0
40	-2	0
41	-2	0
42	-2	0
43	-2	0
44	-2	0
45	-2	0
46	-2	0
47	-2	0
48	-2	0
49	-2	0
50	-2	0
10	-1	0
11	-1	0
12	-1	0
13	-1	0
14	-1	0
15	-1	23
16	-1	33
17	-1	74
18	-1	927
19	-1	350
20	-1	189
21	-1	668
22	-1	252
23	-1	100
24	-1	548
25	-1	304
26	-1	318
27	-1	4602
28	-1	1979
29	-1	510
30	-1	883
31	-1	119
32	-1	28
33	-1	8
34	-1	1
35	-1	0
36	-1	1
37	-1	0
38	-1	0
39	-1	0
40	-1	0
41	-1	0
42	-1	0
43	-1	0
44	-1	0
45	-1	0
46	-1	0
47	-1	0
48	-1	0
49	-1	0
50	-1	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	5
16	0	62
17	0	474
18	0	1629
19	0	262
20	0	330
21	0	1464
22	0	305
23	0	259
24	0	1273
25	0	265
26	0	859
27	0	2207
28	0	496
29	0	1779
30	0	2529
31	0	476
32	0	73
33	0	15
34	0	2
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
10	1	0
11	1	0
12	1	0
13	1	0
14	1	0
15	1	181
16	1	1796
17	1	557
18	1	383
19	1	2019
20	1	801
21	1	689
22	1	1485
23	1	495
24	1	639
25	1	3379
26	1	1306
27	1	2607
28	1	51904
29	1	17293
30	1	2759
31	1	465
32	1	60
33	1	14
34	1	2
35	1	1
36	1	0
37	1	0
38	1	0
39	1	0
40	1	0
41	1	0
42	1	0
43	1	0
44	1	0
45	1	0
46	1	0
47	1	0
48	1	0
49	1	0
50	1	0
10	2	0
11	2	0
12	2	0
13	2	0
14	2	0
15	2	262
16	2	294
17	2	94
18	2	298
19	2	370
20	2	139
21	2	479
22	2	548
23	2	237
24	2	512
25	2	601
26	2	285
27	2	2389
28	2	5030
29	2	1491
30	2	5219
31	2	1891
32	2	189
33	2	42
34	2	4
35	2	0
36	2	0
37	2	0
38	2	0
39	2	0
40	2	0
41	2	0
42	2	0
43	2	0
44	2	0
45	2	0
46	2	0
47	2	0
48	2	0
49	2	0
50	2	0
10	3	0
11	3	0
12	3	0
13	3	0
14	3	0
15	3	12
16	3	34
17	3	151
18	3	69
19	3	40
20	3	89
21	3	71
22	3	67
23	3	174
24	3	110
25	3	63
26	3	314
27	3	150
28	3	256
29	3	2459
30	3	687
31	3	208
32	3	61
33	3	101
34	3	16
35	3	13
36	3	1
37	3	3
38	3	0
39	3	0
40	3	0
41	3	0
42	3	0
43	3	0
44	3	0
45	3	0
46	3	0
47	3	0
48	3	0
49	3	0
50	3	0
10	4	0
11	4	0
12	4	0
13	4	0
14	4	0
15	4	60
16	4	220
17	4	187
18	4	136
19	4	213
20	4	367
21	4	843
22	4	920
23	4	354
24	4	289
25	4	478
26	4	532
27	4	1197
28	4	18404
29	4	19195
30	4	2883
31	4	387
32	4	50
33	4	14
34	4	4
35	4	0
36	4	0
37	4	0
38	4	0
39	4	0
40	4	0
41	4	0
42	4	0
43	4	0
44	4	0
45	4	0
46	4	0
47	4	0
48	4	0
49	4	0
50	4	0
10	5	0
11	5	0
12	5	0
13	5	0
14	5	0
15	5	213
16	5	218
17	5	96
18	5	193
19	5	277
20	5	180
21	5	415
22	5	434
23	5	163
24	5	424
25	5	698
26	5	371
27	5	3314
28	5	3595
29	5	780
30	5	1080
31	5	240
32	5	18
33	5	14
34	5	2
35	5	0
36	5	0
37	5	0
38	5	0
39	5	0
40	5	0
41	5	0
42	5	0
43	5	0
44	5	0
45	5	0
46	5	0
47	5	0
48	5	0
49	5	0
50	5	0
10	6	0
11	6	0
12	6	0
13	6	0
14	6	0
15	6	49
16	6	93
17	6	596
18	6	286
19	6	173
20	6	692
21	6	921
22	6	488
23	6	782
24	6	456
25	6	314
26	6	1405
27	6	1243
28	6	965
29	6	12893
30	6	8476
31	6	1688
32	6	184
33	6	39
34	6	9
35	6	0
36	6	1
37	6	0
38	6	0
39	6	0
40	6	0
41	6	0
42	6	0
43	6	0
44	6	0
45	6	0
46	6	0
47	6	0
48	6	0
49	6	0
50	6	0
10	7	0
11	7	0
12	7	0
13	7	0
14	7	0
15	7	50
16	7	310
17	7	296
18	7	210
19	7	688
20	7	536
21	7	417
22	7	753
23	7	582
24	7	366
25	7	1160
26	7	1102
27	7	1098
28	7	17355
29	7	14866
30	7	2604
31	7	430
32	7	77
33	7	14
34	7	1
35	7	1
36	7	0
37	7	0
38	7	0
39	7	0
40	7	0
41	7	0
42	7	0
43	7	0
44	7	0
45	7	0
46	7	0
47	7	0
48	7	0
49	7	0
50	7	0
10	8	0
11	8	0
12	8	0
13	8	0
14	8	0
15	8	136
16	8	136
17	8	84
18	8	366
19	8	253
20	8	141
21	8	517
22	8	339
23	8	161
24	8	522
25	8	411
26	8	262
27	8	3787
28	8	2783
29	8	797
30	8	1623
31	8	281
32	8	37
33	8	8
34	8	1
35	8	0
36	8	0
37	8	0
38	8	0
39	8	0
40	8	0
41	8	0
42	8	0
43	8	0
44	8	0
45	8	0
46	8	0
47	8	0
48	8	0
49	8	0
50	8	0
10	9	0
11	9	0
12	9	0
13	9	0
14	9	0
15	9	34
16	9	46
17	9	320
18	9	162
19	9	107
20	9	306
21	9	393
22	9	214
23	9	394
24	9	298
25	9	134
26	9	856
27	9	1059
28	9	567
29	9	6488
30	9	3834
31	9	810
32	9	96
33	9	18
34	9	5
35	9	2
36	9	0
37	9	0
38	9	0
39	9	0
40	9	0
41	9	0
42	9	0
43	9	0
44	9	0
45	9	0
46	9	0
47	9	0
48	9	0
49	9	0
50	9	0
10	10	0
11	10	0
12	10	0
13	10	0
14	10	0
15	10	54
16	10	365
17	10	305
18	10	195
19	10	704
20	10	396
21	10	563
22	10	962
23	10	534
24	10	286
25	10	1699
26	10	1057
27	10	1151
28	10	19615
29	10	18047
30	10	2795
31	10	339
32	10	54
33	10	10
34	10	2
35	10	0
36	10	0
37	10	0
38	10	0
39	10	0
40	10	0
41	10	0
42	10	0
43	10	0
44	10	0
45	10	0
46	10	0
47	10	0
48	10	0
49	10	0
50	10	0
10	11	0
11	11	0
12	11	0
13	11	0
14	11	0
15	11	194
16	11	132
17	11	70
18	11	217
19	11	167
20	11	188
21	11	399
22	11	297
23	11	133
24	11	451
25	11	402
26	11	195
27	11	2751
28	11	2262
29	11	593
30	11	1096
31	11	193
32	11	45
33	11	12
34	11	0
35	11	1
36	11	0
37	11	0
38	11	0
39	11	0
40	11	0
41	11	0
42	11	0
43	11	0
44	11	0
45	11	0
46	11	0
47	11	0
48	11	0
49	11	0
50	11	0
10	12	0
11	12	0
12	12	0
13	12	0
14	12	0
15	12	39
16	12	64
17	12	373
18	12	276
19	12	140
20	12	567
21	12	434
22	12	255
23	12	643
24	12	361
25	12	177
26	12	1043
27	12	719
28	12	729
29	12	8759
30	12	3150
31	12	578
32	12	65
33	12	30
34	12	2
35	12	2
36	12	0
37	12	0
38	12	0
39	12	0
40	12	0
41	12	0
42	12	0
43	12	0
44	12	0
45	12	0
46	12	0
47	12	0
48	12	0
49	12	0
50	12	0
10	13	0
11	13	0
12	13	0
13	13	0
14	13	0
15	13	131
16	13	538
17	13	241
18	13	328
19	13	658
20	13	445
21	13	413
22	13	803
23	13	395
24	13	324
25	13	966
26	13	1214
27	13	1800
28	13	21743
29	13	13326
30	13	2350
31	13	329
32	13	55
33	13	16
34	13	3
35	13	0
36	13	0
37	13	0
38	13	0
39	13	0
40	13	0
41	13	0
42	13	0
43	13	0
44	13	0
45	13	0
46	13	0
47	13	0
48	13	0
49	13	0
50	13	0
10	14	0
11	14	0
12	14	0
13	14	0
14	14	0
15	14	154
16	14	165
17	14	63
18	14	337
19	14	302
20	14	148
21	14	496
22	14	466
23	14	155
24	14	518
25	14	558
26	14	301
27	14	2887
28	14	3671
29	14	904
30	14	856
31	14	294
32	14	23
33	14	15
34	14	6
35	14	2
36	14	2
37	14	0
38	14	0
39	14	0
40	14	0
41	14	0
42	14	0
43	14	0
44	14	0
45	14	0
46	14	0
47	14	0
48	14	0
49	14	0
50	14	0
10	15	0
11	15	0
12	15	0
13	15	0
14	15	0
15	15	35
16	15	203
17	15	378
18	15	415
19	15	141
20	15	387
21	15	405
22	15	274
23	15	502
24	15	401
25	15	243
26	15	935
27	15	835
28	15	1179
29	15	9225
30	15	11156
31	15	3906
32	15	371
33	15	35
34	15	4
35	15	3
36	15	1
37	15	0
38	15	0
39	15	0
40	15	0
41	15	0
42	15	0
43	15	0
44	15	0
45	15	0
46	15	0
47	15	0
48	15	0
49	15	0
50	15	0
10	16	0
11	16	0
12	16	0
13	16	0
14	16	0
15	16	357
16	16	599
17	16	224
18	16	182
19	16	594
20	16	353
21	16	380
22	16	741
23	16	456
24	16	501
25	16	987
26	16	663
27	16	1839
28	16	23910
29	16	30445
30	16	4260
31	16	501
32	16	87
33	16	17
34	16	3
35	16	2
36	16	1
37	16	0
38	16	0
39	16	0
40	16	0
41	16	0
42	16	0
43	16	0
44	16	0
45	16	0
46	16	0
47	16	0
48	16	0
49	16	0
50	16	0
10	17	0
11	17	0
12	17	0
13	17	0
14	17	0
15	17	169
16	17	117
17	17	79
18	17	283
19	17	210
20	17	135
21	17	492
22	17	327
23	17	186
24	17	493
25	17	342
26	17	384
27	17	3823
28	17	5643
29	17	2682
30	17	3252
31	17	510
32	17	50
33	17	9
34	17	3
35	17	0
36	17	0
37	17	0
38	17	0
39	17	0
40	17	0
41	17	0
42	17	0
43	17	0
44	17	0
45	17	0
46	17	0
47	17	0
48	17	0
49	17	0
50	17	0
10	18	0
11	18	0
12	18	0
13	18	0
14	18	0
15	18	19
16	18	62
17	18	359
18	18	185
19	18	92
20	18	311
21	18	297
22	18	246
23	18	415
24	18	407
25	18	221
26	18	1136
27	18	1531
28	18	988
29	18	12698
30	18	6992
31	18	1263
32	18	186
33	18	34
34	18	7
35	18	0
36	18	1
37	18	0
38	18	0
39	18	0
40	18	0
41	18	0
42	18	0
43	18	0
44	18	0
45	18	0
46	18	0
47	18	0
48	18	0
49	18	0
50	18	0
10	19	0
11	19	0
12	19	0
13	19	0
14	19	0
15	19	58
16	19	445
17	19	263
18	19	165
19	19	484
20	19	296
21	19	434
22	19	659
23	19	434
24	19	405
25	19	1427
26	19	2562
27	19	1855
28	19	22233
29	19	10850
30	19	2530
31	19	511
32	19	57
33	19	26
34	19	5
35	19	0
36	19	0
37	19	0
38	19	0
39	19	0
40	19	0
41	19	0
42	19	0
43	19	0
44	19	0
45	19	0
46	19	0
47	19	0
48	19	0
49	19	0
50	19	0
10	20	0
11	20	0
12	20	0
13	20	0
14	20	0
15	20	208
16	20	185
17	20	85
18	20	287
19	20	251
20	20	179
21	20	635
22	20	434
23	20	228
24	20	1191
25	20	714
26	20	489
27	20	4775
28	20	3339
29	20	862
30	20	1391
31	20	261
32	20	29
33	20	10
34	20	1
35	20	0
36	20	1
37	20	0
38	20	0
39	20	0
40	20	0
41	20	0
42	20	0
43	20	0
44	20	0
45	20	0
46	20	0
47	20	0
48	20	0
49	20	0
50	20	0
10	21	0
11	21	0
12	21	0
13	21	0
14	21	0
15	21	31
16	21	73
17	21	235
18	21	209
19	21	206
20	21	399
21	21	416
22	21	257
23	21	411
24	21	384
25	21	252
26	21	947
27	21	755
28	21	797
29	21	9043
30	21	3461
31	21	644
32	21	88
33	21	28
34	21	3
35	21	0
36	21	0
37	21	0
38	21	0
39	21	0
40	21	0
41	21	0
42	21	0
43	21	0
44	21	0
45	21	0
46	21	0
47	21	0
48	21	0
49	21	0
50	21	0
10	22	0
11	22	0
12	22	0
13	22	0
14	22	0
15	22	56
16	22	271
17	22	214
18	22	216
19	22	602
20	22	529
21	22	423
22	22	1506
23	22	522
24	22	330
25	22	1271
26	22	1100
27	22	1032
28	22	22049
29	22	15300
30	22	2430
31	22	343
32	22	32
33	22	7
34	22	2
35	22	0
36	22	0
37	22	0
38	22	0
39	22	0
40	22	0
41	22	0
42	22	0
43	22	0
44	22	0
45	22	0
46	22	0
47	22	0
48	22	0
49	22	0
50	22	0
10	23	0
11	23	0
12	23	0
13	23	0
14	23	0
15	23	106
16	23	108
17	23	85
18	23	288
19	23	283
20	23	161
21	23	525
22	23	366
23	23	140
24	23	542
25	23	379
26	23	304
27	23	3482
28	23	3566
29	23	1014
30	23	2336
31	23	253
32	23	34
33	23	5
34	23	5
35	23	2
36	23	1
37	23	0
38	23	0
39	23	0
40	23	0
41	23	0
42	23	0
43	23	0
44	23	0
45	23	0
46	23	0
47	23	0
48	23	0
49	23	0
50	23	0
10	24	0
11	24	0
12	24	0
13	24	0
14	24	0
15	24	27
16	24	78
17	24	275
18	24	137
19	24	154
20	24	385
21	24	483
22	24	373
23	24	531
24	24	337
25	24	275
26	24	1029
27	24	726
28	24	749
29	24	11440
30	24	5397
31	24	1242
32	24	204
33	24	24
34	24	5
35	24	2
36	24	0
37	24	0
38	24	0
39	24	0
40	24	0
41	24	0
42	24	0
43	24	0
44	24	0
45	24	0
46	24	0
47	24	0
48	24	0
49	24	0
50	24	0
10	25	0
11	25	0
12	25	0
13	25	0
14	25	0
15	25	49
16	25	306
17	25	258
18	25	166
19	25	560
20	25	540
21	25	596
22	25	886
23	25	434
24	25	260
25	25	1118
26	25	751
27	25	1368
28	25	20794
29	25	14176
30	25	2524
31	25	291
32	25	57
33	25	21
34	25	3
35	25	2
36	25	0
37	25	0
38	25	0
39	25	0
40	25	0
41	25	0
42	25	0
43	25	0
44	25	0
45	25	0
46	25	0
47	25	0
48	25	0
49	25	0
50	25	0
10	26	0
11	26	0
12	26	0
13	26	0
14	26	0
15	26	188
16	26	123
17	26	82
18	26	290
19	26	234
20	26	193
21	26	550
22	26	330
23	26	163
24	26	556
25	26	336
26	26	272
27	26	3110
28	26	2859
29	26	893
30	26	1898
31	26	284
32	26	25
33	26	8
34	26	1
35	26	0
36	26	0
37	26	0
38	26	0
39	26	0
40	26	0
41	26	0
42	26	0
43	26	0
44	26	0
45	26	0
46	26	0
